kind,old_code,new_code,status,source_name,target_name,source_unit,target_unit,match_score,reason
Material,3350112,1224913,名称单位匹配,聚氯乙烯硬管 D100,聚氯乙烯硬管 D100,m,m,100,
Material,3350210,1225017,名称单位匹配,聚氯乙烯硬管,聚氯乙烯硬管,kg,kg,100,
Material,3350211,1224897,名称匹配单位不同,聚氯乙烯硬管 D50,聚氯乙烯硬管 D50,kg,m,100,
Material,3350212,1247269,人工审核使用best_candidate,聚氯乙烯硬管 D80,聚氯乙烯法兰盘 DN80,kg,个,100,1=使用best_candidate
Material,3350213,1224913,名称匹配单位不同,聚氯乙烯硬管 D100,聚氯乙烯硬管 D100,kg,m,100,
Material,3351010,1224929,名称单位匹配,聚氯乙烯硬管 轻型 D15×2,聚氯乙烯硬管 轻型 D15×2,m,m,100,
Material,3351011,1224937,名称单位匹配,聚氯乙烯硬管 轻型 D20×2,聚氯乙烯硬管 轻型 D20×2,m,m,100,
Material,3351013,1224953,名称单位匹配,聚氯乙烯硬管 轻型 D32×1.5,聚氯乙烯硬管 轻型 D32×1.5,m,m,100,
Material,3351014,1224961,名称单位匹配,聚氯乙烯硬管 轻型 D40×2,聚氯乙烯硬管 轻型 D40×2,m,m,100,
Material,3351015,1224969,名称单位匹配,聚氯乙烯硬管 轻型 D50×2,聚氯乙烯硬管 轻型 D50×2,m,m,100,
Material,3351016,1224977,名称单位匹配,聚氯乙烯硬管 轻型 D63×2.5,聚氯乙烯硬管 轻型 D63×2.5,m,m,100,
Material,3352011,1224993,名称单位匹配,聚氯乙烯硬管 重型 D25×3,聚氯乙烯硬管 重型 D25×3,m,m,100,
Material,3352014,1225009,规范化名称匹配,聚氯乙烯硬管 重型 D100～110×5.5,聚氯乙烯硬管 重型 D（100～110）×5.5,m,m,98,
Material,3355019,1225033,名称单位匹配,聚氯乙烯排水管(PVC)  D160,聚氯乙烯排水管(PVC)  D160,m,m,100,
Material,3355021,1032024,规范化名称匹配,塑料护口 Φ15,塑料护口 φ15,个,个,98,
Material,3355023,1032143,规范化名称匹配,塑料护口 Φ50,塑料护口 φ50,个,个,98,
Material,3355024,1032262,规范化名称匹配,塑料护口 Φ100,塑料护口 φ100,个,个,98,
Material,3360010,1223921,规范化名称匹配,聚氯乙烯软管 d5×1,聚氯乙烯软管 D5×1,m,m,98,
Material,3360011,1223929,规范化名称匹配,聚氯乙烯软管 d6×0.6,聚氯乙烯软管 D6×0.6,m,m,98,
Material,3360012,1223937,规范化名称匹配,聚氯乙烯软管 d6×1,聚氯乙烯软管 D6×1,m,m,98,
Material,3360019,1223993,规范化名称匹配,聚氯乙烯软管 d16×2,聚氯乙烯软管 D16×2,m,m,98,
Material,3360020,1224001,规范化名称匹配,聚氯乙烯软管 d20×2.5,聚氯乙烯软管 D20×2.5,m,m,98,
Material,3360022,1224041,名称单位匹配,聚乙烯软管 D30,聚乙烯软管 D30,m,m,100,
Material,3360023,1224017,规范化名称匹配,聚氯乙烯软管 d32×3.5,聚氯乙烯软管 D32×3.5,m,m,98,
Material,3360024,1224025,规范化名称匹配,聚氯乙烯软管 d50×5,聚氯乙烯软管 D50×5,m,m,98,
Material,3360025,1224033,名称单位匹配,聚氯乙烯软管,聚氯乙烯软管,kg,kg,100,
Material,3360027,1224073,规范化名称匹配,软质通风管 Φ800,软质通风管 φ800,m,m,98,
Material,3360031,1224089,规范化名称匹配,软质通风管 Φ1200,软质通风管 φ1200,m,m,98,
Material,3360036,1221897,人工审核使用best_candidate,普利卡包塑金属软管 LV4-17#,普利卡包塑金属软管,m,m,100,1=使用best_candidate
Material,3360037,1225169,名称单位匹配,Pe波纹管 d80,Pe波纹管 d80,m,m,100,
Material,3360040,1221905,相似名称匹配,热收缩软管Φ25×1,热收缩软管 D25×1,m,m,93,自动采用唯一高相似候选
Material,3360201,1224097,规范化名称匹配,软质通风管 Φ1400,软质通风管 φ1400,m,m,98,
Material,3360202,1224105,规范化名称匹配,软质通风管 Φ1500,软质通风管 φ1500,m,m,98,
Material,3360204,1224121,规范化名称匹配,软质通风管 Φ1800,软质通风管 φ1800,m,m,98,
Material,3372011,1224713,名称单位匹配,聚氯乙烯给水管(UPVC) D20,聚氯乙烯给水管(UPVC) D20,m,m,100,
Material,3372012,1224721,名称单位匹配,聚氯乙烯给水管(UPVC) D25,聚氯乙烯给水管(UPVC) D25,m,m,100,
Material,3372015,1224745,名称单位匹配,聚氯乙烯给水管(UPVC) D50,聚氯乙烯给水管(UPVC) D50,m,m,100,
Material,3372019,1224777,名称单位匹配,聚氯乙烯给水管(UPVC) 0.6MPa D110,聚氯乙烯给水管(UPVC) 0.6MPa D110,m,m,100,
Material,3372152,1224249,人工审核指定电算代号,聚乙烯给水管（PE）de32,聚乙烯给水管 0.6MPa De40,m,m,100,L列指定电算代号
Material,3372154,1226337,人工审核使用best_candidate,聚乙烯给水管（PE）de50,聚乙烯给水管件 De50,m,个,100,1=使用best_candidate
Material,3372155,1226345,人工审核使用best_candidate,聚乙烯给水管（PE）de63,聚乙烯给水管件 De63,m,个,100,1=使用best_candidate
Material,3372210,1224273,人工审核使用best_candidate,聚乙烯给水管（PE） 0.6MPa   de90,聚乙烯给水管 0.6MPa De90,m,m,100,1=使用best_candidate
Material,3372211,1224281,人工审核使用best_candidate,聚乙烯给水管（PE） 0.6MPa   de110,聚乙烯给水管 0.6MPa De110,m,m,100,1=使用best_candidate
Material,3372212,1224289,人工审核使用best_candidate,聚乙烯给水管（PE） 0.6MPa   de160,聚乙烯给水管 0.6MPa De160,m,m,100,1=使用best_candidate
Material,3372225,1224337,相似名称匹配,聚乙烯给水管（PE）1.0MPa de50,聚乙烯给水管 1.0MPa De50,m,m,97,自动采用唯一高相似候选
Material,3372226,1224345,相似名称匹配,聚乙烯给水管（PE）1.0MPa de63,聚乙烯给水管 1.0MPa De63,m,m,97,自动采用唯一高相似候选
Material,3372229,1224353,相似名称匹配,聚乙烯给水管（PE）1.0MPa de90,聚乙烯给水管 1.0MPa De90,m,m,97,自动采用唯一高相似候选
Material,3372235,1224377,相似名称匹配,聚乙烯给水管（PE）1.0MPa de200,聚乙烯给水管 1.0MPa De200,m,m,97,自动采用唯一高相似候选
Material,3372237,1224409,相似名称匹配,聚乙烯给水管（PE）1.0MPa de355,聚乙烯给水管 1.0MPa De355,m,m,97,自动采用唯一高相似候选
Material,3372239,1224417,相似名称匹配,聚乙烯给水管（PE）1.0MPa de400,聚乙烯给水管 1.0MPa De400,m,m,97,自动采用唯一高相似候选
Material,3372251,1224361,人工审核使用best_candidate,聚乙烯给水管（PE） 1.0MPa   de110,聚乙烯给水管 1.0MPa De110,m,m,100,1=使用best_candidate
Material,3372252,1224369,相似名称匹配,聚乙烯给水管（PE） 1.0MPa   de160,聚乙烯给水管 1.0MPa De160,m,m,97,自动采用唯一高相似候选
Material,3372254,1224393,相似名称匹配,聚乙烯给水管（PE） 1.0MPa   de250,聚乙烯给水管 1.0MPa De250,m,m,97,自动采用唯一高相似候选
Material,3372255,1224401,相似名称匹配,聚乙烯给水管（PE） 1.0MPa   de315,聚乙烯给水管 1.0MPa De315,m,m,97,自动采用唯一高相似候选
Material,3372265,1224545,人工审核使用best_candidate,高密度聚乙烯管（HDPE） de160,高密度聚乙烯管 De160,m,m,100,1=使用best_candidate
Material,3372369,1224457,人工审核使用best_candidate,聚乙烯给水管（PE）1.6MPa de75,聚乙烯给水管 1.6MPa De75,m,m,100,1=使用best_candidate
Material,3372371,1224465,人工审核使用best_candidate,聚乙烯给水管（PE）1.6MPa de160,聚乙烯给水管 1.6MPa De160,m,m,100,1=使用best_candidate
Material,3372373,1224473,人工审核使用best_candidate,聚乙烯给水管（PE）1.6MPa de225,聚乙烯给水管 1.6MPa De225,m,m,100,1=使用best_candidate
Material,3372374,1224481,人工审核使用best_candidate,聚乙烯给水管（PE）1.6MPa de250,聚乙烯给水管 1.6MPa De250,m,m,100,1=使用best_candidate
Material,3372510,1225273,人工审核使用best_candidate,HDPE双壁波纹管 SN8 DN/ID225,HDPE增强中空壁缠绕管 SN8 DN/ID225,m,m,100,1=使用best_candidate
Material,3372511,1225281,人工审核使用best_candidate,HDPE双壁波纹管 SN8 DN/ID300,HDPE增强中空壁缠绕管 SN8 DN/ID300,m,m,100,1=使用best_candidate
Material,3372512,1225289,人工审核使用best_candidate,HDPE双壁波纹管 SN8 DN/ID400,HDPE增强中空壁缠绕管 SN8 DN/ID400,m,m,100,1=使用best_candidate
Material,3372513,1225297,人工审核使用best_candidate,HDPE双壁波纹管 SN8 DN/ID500,HDPE增强中空壁缠绕管 SN8 DN/ID500,m,m,100,1=使用best_candidate
Material,3372514,1225305,人工审核使用best_candidate,HDPE双壁波纹管 SN8 DN/ID600,HDPE增强中空壁缠绕管 SN8 DN/ID600,m,m,100,1=使用best_candidate
Material,3372515,1225313,人工审核使用best_candidate,HDPE双壁波纹管 SN8 DN/ID700,HDPE增强中空壁缠绕管 SN8 DN/ID700,m,m,100,1=使用best_candidate
Material,3372516,1225321,人工审核使用best_candidate,HDPE双壁波纹管 SN8 DN/ID800,HDPE增强中空壁缠绕管 SN8 DN/ID800,m,m,100,1=使用best_candidate
Material,3372517,1225329,人工审核使用best_candidate,HDPE双壁波纹管 SN8 DN/ID900,HDPE增强中空壁缠绕管 SN8 DN/ID900,m,m,100,1=使用best_candidate
Material,3372518,1225337,人工审核使用best_candidate,HDPE双壁波纹管 SN8 DN/ID1000,HDPE增强中空壁缠绕管 SN8 DN/ID1000,m,m,100,1=使用best_candidate
Material,3373012,1227121,相似名称匹配,聚氯乙烯给水管接头零件 D25,聚氯乙烯给水管接头管件 D25,个,个,96,自动采用唯一高相似候选
Material,3373015,1227145,相似名称匹配,聚氯乙烯给水管接头零件 D50,聚氯乙烯给水管接头管件 D50,个,个,96,自动采用唯一高相似候选
Material,3373019,1227177,相似名称匹配,聚氯乙烯给水管接头零件 D110,聚氯乙烯给水管接头管件 D110,个,个,96,自动采用唯一高相似候选
Material,3373105,1226337,规范化名称匹配,聚乙烯给水管件  de50,聚乙烯给水管件 De50,个,个,98,
Material,3373106,1226345,规范化名称匹配,聚乙烯给水管件  de63,聚乙烯给水管件 De63,个,个,98,
Material,3373203,1226377,规范化名称匹配,聚乙烯给水管件 0.6MPa   de160,聚乙烯给水管件 0.6MPa De160,个,个,98,
Material,3373271,1226505,规范化名称匹配,聚乙烯给水管件 1.25MPa de50,聚乙烯给水管件 1.25MPa De50,个,个,98,
Material,3373272,1226513,规范化名称匹配,聚乙烯给水管件 1.25MPa de63,聚乙烯给水管件 1.25MPa De63,个,个,98,
Material,3373273,1226521,规范化名称匹配,聚乙烯给水管件 1.25MPa de90,聚乙烯给水管件 1.25MPa De90,个,个,98,
Material,3373274,1226529,规范化名称匹配,聚乙烯给水管件 1.25MPa de110,聚乙烯给水管件 1.25MPa De110,个,个,98,
Material,3373275,1226537,规范化名称匹配,聚乙烯给水管件 1.25MPa de160,聚乙烯给水管件 1.25MPa De160,个,个,98,
Material,3373276,1226545,规范化名称匹配,聚乙烯给水管件 1.25MPa de200,聚乙烯给水管件 1.25MPa De200,个,个,98,
Material,3373281,1226625,规范化名称匹配,聚乙烯给水管件 1.6MPa de160,聚乙烯给水管件 1.6MPa De160,个,个,98,
Material,3373282,1226633,规范化名称匹配,聚乙烯给水管件 1.6MPa de225,聚乙烯给水管件 1.6MPa De225,个,个,98,
Material,3373283,1226641,规范化名称匹配,聚乙烯给水管件 1.6MPa de250,聚乙烯给水管件 1.6MPa De250,个,个,98,
Material,3373471,1226785,规范化名称匹配,聚乙烯电熔管件 1.25MPa de250,聚乙烯电熔管件 1.25MPa De250,个,个,98,
Material,3373472,1226793,规范化名称匹配,聚乙烯电熔管件 1.25MPa de315,聚乙烯电熔管件 1.25MPa De315,个,个,98,
Material,3373473,1226801,规范化名称匹配,聚乙烯电熔管件 1.25MPa de355,聚乙烯电熔管件 1.25MPa De355,个,个,98,
Material,3373474,1226809,规范化名称匹配,聚乙烯电熔管件 1.25MPa de400,聚乙烯电熔管件 1.25MPa De400,个,个,98,
Material,3373505,1227393,规范化名称匹配,聚乙烯电熔套筒    de50,聚乙烯电熔套筒 De50,个,个,98,
Material,3373506,1227401,规范化名称匹配,聚乙烯电熔套筒    de63,聚乙烯电熔套筒 De63,个,个,98,
Material,3373551,1227417,规范化名称匹配,聚乙烯电熔套筒 0.6MPa   de110,聚乙烯电熔套筒 0.6MPa De110,个,个,98,
Material,3373552,1227425,规范化名称匹配,聚乙烯电熔套筒 0.6MPa   de160,聚乙烯电熔套筒 0.6MPa De160,个,个,98,
Material,3373553,1227433,规范化名称匹配,聚乙烯电熔套筒 0.6MPa   de200,聚乙烯电熔套筒 0.6MPa De200,个,个,98,
Material,3373554,1227441,规范化名称匹配,聚乙烯电熔套筒 0.6MPa   de250,聚乙烯电熔套筒 0.6MPa De250,个,个,98,
Material,3373555,1227449,规范化名称匹配,聚乙烯电熔套筒 0.6MPa   de315,聚乙烯电熔套筒 0.6MPa De315,个,个,98,
Material,3373556,1227457,规范化名称匹配,聚乙烯电熔套筒 0.6MPa   de355,聚乙烯电熔套筒 0.6MPa De355,个,个,98,
Material,3373557,1227465,规范化名称匹配,聚乙烯电熔套筒 0.6MPa   de400,聚乙烯电熔套筒 0.6MPa De400,个,个,98,
Material,3373660,1227481,规范化名称匹配,聚乙烯电熔套筒 1.0MPa   de160,聚乙烯电熔套筒 1.0MPa De160,个,个,98,
Material,3373710,1227585,规范化名称匹配,聚乙烯电熔套筒 1.6MPa de75,聚乙烯电熔套筒 1.6MPa De75,个,个,98,
Material,3373721,1227593,规范化名称匹配,聚乙烯电熔套筒 1.6MPa de160,聚乙烯电熔套筒 1.6MPa De160,个,个,98,
Material,3373725,1227609,规范化名称匹配,聚乙烯电熔套筒 1.6MPa de250,聚乙烯电熔套筒 1.6MPa De250,个,个,98,
Material,3373726,1227609,相似名称匹配,聚乙烯电熔套筒 1.6MPa dn250,聚乙烯电熔套筒 1.6MPa De250,个,个,97,自动采用唯一高相似候选
Material,3375012,1224865,名称单位匹配,半硬质聚氯乙烯管 D50,半硬质聚氯乙烯管 D50,m,m,100,
Material,3378010,1225489,名称单位匹配,PVC硬塑泄水箅 250×250×10,PVC硬塑泄水箅 250×250×10,个,个,100,
Material,3378011,1225497,规范化名称匹配,PVC硬塑泄水管及管盖 Φ150×40,PVC硬塑泄水管及管盖 φ150×40,套,套,98,
Material,3378012,1225473,规范化名称匹配,PVC硬塑管  Φ100,PVC硬塑管 φ100,m,m,98,
Material,3378015,1225553,规范化名称匹配,UPVC雨水管 Φ110,UPVC雨水管 φ110,m,m,98,
Material,3378017,1225569,规范化名称匹配,UPVC雨水斗 Φ110,UPVC雨水斗 φ110,个,个,98,
Material,3378021,1225585,规范化名称匹配,UPVC落水口 Φ110,UPVC落水口 φ110,套,套,98,
Material,3378025,1227201,名称单位匹配,PVC直通接头 DN110,PVC直通接头 DN110,个,个,100,
Material,3378027,1227241,规范化名称匹配,PVC三通管 Φ180,PVC三通管 φ180,个,个,98,
Material,3378028,1227193,规范化名称匹配,PVC弯管 Φ180,PVC弯管 φ180,个,个,98,
Material,3378042,1293421,名称单位匹配,定制塑料模具,定制塑料模具,kg,kg,100,
Material,3380019,1206211,人工审核使用best_candidate,聚苯乙烯泡沫塑料板 100×100×30,聚苯乙烯泡沫塑料板 δ=10～30,kg,m3,100,1=使用best_candidate
Material,3380020,1206211,名称单位匹配,聚苯乙烯泡沫塑料板 δ=10～30,聚苯乙烯泡沫塑料板 δ=10～30,m3,m3,100,
Material,3380021,1206346,名称单位匹配,聚苯乙烯泡沫塑料板 δ=40～100,聚苯乙烯泡沫塑料板 δ=40～100,m3,m3,100,
Material,3380024,1206076,名称单位匹配,聚氯乙烯泡沫塑料板,聚氯乙烯泡沫塑料板,m3,m3,100,
Material,3380101,1037379,名称单位匹配,塑料型材,塑料型材,kg,kg,100,
Material,3380153,4038141,名称单位匹配,塑料压条 30×5,塑料压条 30×5,m,m,100,
Material,3390142,4038515,规范化名称匹配,皮条  20×2,皮条 20×2,m,m,98,
Material,3390144,4038537,名称单位匹配,泡沫塑料密封条,泡沫塑料密封条,m,m,100,
Material,3390153,1015409,名称单位匹配,钢砂,钢砂,kg,kg,100,
Material,3390155,1055581,名称单位匹配,砂纸,砂纸,张,张,100,
Material,3390165,3048425,人工审核使用best_candidate,凸台挡台填充树脂灌注袋（Ⅰ型板式无砟轨道专用）,凸形挡台填充树脂灌注袋,个,个,100,1=使用best_candidate
Material,3391011,1029593,名称单位匹配,氯丁胶乳,氯丁胶乳,kg,kg,100,
Material,3391017,1028273,名称单位匹配,橡胶条 9字形,橡胶条 9字形,m,m,100,
Material,3391020,1028361,名称单位匹配,氯丁橡胶条,氯丁橡胶条,kg,kg,100,
Material,3391021,1024401,名称单位匹配,橡胶护套圈 D6～32,橡胶护套圈 D6～32,个,个,100,
Material,3391025,1029241,人工审核使用best_candidate,闭孔乳胶海棉 δ=5,闭孔乳胶海绵 δ=5,kg,kg,100,1=使用best_candidate
Material,3391029,1217179,名称单位匹配,橡胶止水带 300×15,橡胶止水带 300×15,m,m,100,
Material,3391030,1217031,名称单位匹配,氯丁橡胶平板止水带,氯丁橡胶平板止水带,m,m,100,
Material,3391031,1217105,人工审核使用best_candidate,821BF-E-02橡胶止水带,橡胶止水带 821BF-E-02,m,m,100,1=使用best_candidate
Material,3391032,1028185,名称单位匹配,橡胶条 60×5,橡胶条 60×5,m,m,100,
Material,3391035,1028801,人工审核使用best_candidate,橡胶条 小,橡胶密封条,m,m,100,1=使用best_candidate
Material,3391037,1033452,名称单位匹配,聚氯乙烯单丝,聚氯乙烯单丝,kg,kg,100,
Material,3391040,3044161,名称单位匹配,橡胶密封条（预制Ⅱ型轨道板用）,橡胶密封条（预制Ⅱ型轨道板用）,kg,kg,100,
Material,3391041,3044213,名称单位匹配,橡胶端封（预制Ⅱ型轨道板用）,橡胶端封（预制Ⅱ型轨道板用）,个,个,100,
Material,3392042,1225049,规范化名称匹配,塑料异型管 Φ5,塑料异型管 φ5,m,m,98,
Material,3392044,1225057,规范化名称匹配,塑料胀管 Φ6～8,塑料胀管 φ=6～8,个,个,98,
Material,3392054,1225065,名称单位匹配,聚乙烯管 D32×2.5,聚乙烯管 D32×2.5,kg,kg,100,
Material,3392055,1227281,名称单位匹配,聚乙烯管固定堵头 D40,聚乙烯管固定堵头 D40,个,个,100,
Material,3392056,1227289,名称单位匹配,聚乙烯管塞子 D25,聚乙烯管塞子 D25,个,个,100,
Material,3392059,4031607,名称单位匹配,铝塑板,铝塑板,m2,m2,100,
Material,3392062,1038807,名称单位匹配,有机玻璃板 δ=5,有机玻璃板 δ=5,m2,m2,100,
Material,3392063,1038688,规范化名称匹配,有机玻璃  δ=10,有机玻璃 δ=10,m2,m2,98,
Material,3392065,1032619,相似名称匹配,聚氯乙烯薄膜 0.1～0.23,聚氯乙烯薄膜 δ=0.1～0.23,kg,kg,100,自动采用唯一高相似候选
Material,3392068,1032738,名称单位匹配,塑料布 δ≥0.04,塑料布 δ≥0.04,kg,kg,100,
Material,3392093,1061301,名称匹配单位不同,塑料膨胀锚栓,塑料膨胀锚栓,套,个,100,
Material,3393088,1225081,名称单位匹配,硅塑管 D28/D34,硅塑管 D28/D34,m,m,100,
Material,3393089,1225089,名称单位匹配,硅塑管 D33/D40,硅塑管 D33/D40,m,m,100,
Material,3393094,1033095,名称单位匹配,塑料胶条 10m,塑料胶条 10m,盘,盘,100,
Material,3394110,1033214,名称单位匹配,FGⅠ型复合材料底板系列反光标志,FGⅠ型复合材料底板系列反光标志,m2,m2,100,
Material,3394111,1033333,名称单位匹配,FGⅡ型钢筋混凝土底板系列反光标志,FGⅡ型钢筋混凝土底板系列反光标志,m2,m2,100,
Material,3394112,1033571,规范化名称匹配,聚氯乙烯丝 Φ0.14～0.2,聚氯乙烯丝 φ=0.14～0.2,kg,kg,98,
Material,3394114,1034047,人工审核使用best_candidate,聚四氟乙烯带 0.1×60,聚四氟乙烯带 60×0.1,kg,kg,100,1=使用best_candidate
Material,3394115,1033809,名称单位匹配,聚氯乙烯相色带,聚氯乙烯相色带,卷,卷,100,
Material,3394116,1033928,名称单位匹配,聚氯乙烯绝缘软带 20×40,聚氯乙烯绝缘软带 20×40,卷,卷,100,
Material,3394117,1033928,名称匹配单位不同,聚氯乙烯绝缘软带 20×40,聚氯乙烯绝缘软带 20×40,kg,卷,100,
Material,3394119,1034285,名称匹配单位不同,聚乙烯带,聚乙烯带,盘,卷,100,
Material,3394120,1034642,相似名称匹配,塑料胶粘带 20×20m,塑料胶粘带 20m×20,卷,卷,94,自动采用唯一高相似候选
Material,3394122,1034166,名称单位匹配,聚四氟乙烯密封带 30×5,聚四氟乙烯密封带 30×5,m,m,100,
Material,3394126,1033690,人工审核使用best_candidate,聚氯乙烯胶带 18×10m×0.13,聚氯乙烯胶带 10m×18×0.13,盘,盘,100,1=使用best_candidate
Material,3394129,1036189,名称单位匹配,密封毛条,密封毛条,m,m,100,
Material,3394133,1035832,名称单位匹配,尼龙扎带,尼龙扎带,kg,kg,100,
Material,3410010,1040201,人工审核使用best_candidate,土工织物(土工布)200g/m2,土工布 200g/m2,m2,m2,100,1=使用best_candidate
Material,3410011,1040401,人工审核使用best_candidate,土工织物(土工布)300g/m2,土工布 300g/m2,m2,m2,100,1=使用best_candidate
Material,3410012,1040601,人工审核使用best_candidate,土工织物(土工布)400g/m2,土工布 400g/m2,m2,m2,100,1=使用best_candidate
Material,3411081,1045601,名称单位匹配,高密度聚乙烯（HDPE）土工膜 δ=1,高密度聚乙烯（HDPE）土工膜 δ=1,m2,m2,100,
Material,3413050,1222193,相似名称匹配,透水软管 Φ50～80,透水软管 D=50～80,m,m,93,自动采用唯一高相似候选
Material,3420010,1050249,人工审核使用best_candidate,线麻(火麻·花麻·魁麻),线麻,kg,kg,100,1=使用best_candidate
Material,3420011,1050373,人工审核使用best_candidate,青麻(白麻·片麻),青麻,kg,kg,100,1=使用best_candidate
Material,3420013,1050993,名称单位匹配,棉纱头,棉纱头,kg,kg,100,
Material,3420016,1051861,名称单位匹配,豆包布,豆包布,m,m,100,
Material,3420019,1051985,名称单位匹配,蒸养布,蒸养布,m2,m2,100,
Material,3420022,1052109,名称单位匹配,帆布,帆布,m2,m2,100,
Material,3420023,1052233,名称单位匹配,白布,白布,m2,m2,100,
Material,3420034,1050869,名称单位匹配,脱脂棉,脱脂棉,kg,kg,100,
Material,3420132,1038212,名称单位匹配,塑料编织袋 500×800,塑料编织袋 500×800,个,个,100,
Material,3420133,1038093,名称单位匹配,塑料编织袋 450×700,塑料编织袋 450×700,个,个,100,
Material,3420136,1052853,名称单位匹配,塑料彩条编织布,塑料彩条编织布,m2,m2,100,
Material,3421010,1054837,名称单位匹配,白棕绳,白棕绳,kg,kg,100,
Material,3421011,1054961,名称单位匹配,线麻绳,线麻绳,kg,kg,100,
Material,3421013,1055085,名称单位匹配,尼龙绳,尼龙绳,kg,kg,100,
Material,3421019,1051117,名称单位匹配,棉毡席,棉毡席,kg,kg,100,
Material,3421023,1053349,名称单位匹配,聚丙烯丝状纤维,聚丙烯丝状纤维,kg,kg,100,
Material,3430011,1056077,名称单位匹配,牛皮纸,牛皮纸,kg,kg,100,
Material,3430012,1056201,名称单位匹配,滤油纸 300×300,滤油纸 300×300,张,张,100,
Material,3430015,1056325,名称单位匹配,青壳纸 0.1～0.8,青壳纸 0.1～0.8,kg,kg,100,
Material,3431012,3431012,2024缺失，补充,打印机用纸,打印机用纸,盒,盒,0,低置信兜底候选，仅供人工审核，按补充处理
Material,3432017,1056697,相似名称匹配,标签纸(50页/本),标签纸 50页,本,本,97,自动采用唯一高相似候选
Material,3440016,1053969,人工审核使用best_candidate,安全网 锦纶,阻燃型密目式安全网,m2,m2,100,1=使用best_candidate
Material,3440020,1038569,人工审核使用best_candidate,绝缘卡子（用于绑扎钢筋）,绝缘卡子,个,个,100,1=使用best_candidate
Material,3440021,1054217,人工审核使用best_candidate,尼龙卡扣（用于绑扎钢筋）,尼龙卡扣,个,个,100,1=使用best_candidate
Material,3440500,1017047,名称单位匹配,铅封,铅封,kg,kg,100,
Material,3500012,1230077,名称单位匹配,内螺纹暗杆楔式闸阀 Z15T-10K DN25,内螺纹暗杆楔式闸阀 Z15T-10K DN25,个,个,100,
Material,3500015,1230191,名称单位匹配,内螺纹暗杆楔式闸阀 Z15T-10K DN50,内螺纹暗杆楔式闸阀 Z15T-10K DN50,个,个,100,
Material,3500018,1230305,名称单位匹配,内螺纹暗杆楔式闸阀 Z15T-10K DN100,内螺纹暗杆楔式闸阀 Z15T-10K DN100,个,个,100,
Material,3501010,1230343,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN50,法兰暗杆楔式闸阀 Z45T-10 DN50,个,个,100,
Material,3501011,1230381,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN65,法兰暗杆楔式闸阀 Z45T-10 DN65,个,个,100,
Material,3501012,1230419,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN80,法兰暗杆楔式闸阀 Z45T-10 DN80,个,个,100,
Material,3501014,1230457,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN100,法兰暗杆楔式闸阀 Z45T-10 DN100,个,个,100,
Material,3501015,1230495,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN150,法兰暗杆楔式闸阀 Z45T-10 DN150,个,个,100,
Material,3501016,1230533,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN200,法兰暗杆楔式闸阀 Z45T-10 DN200,个,个,100,
Material,3501017,1230571,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN250,法兰暗杆楔式闸阀 Z45T-10 DN250,个,个,100,
Material,3501018,1230609,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN300,法兰暗杆楔式闸阀 Z45T-10 DN300,个,个,100,
Material,3501019,1230647,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN350,法兰暗杆楔式闸阀 Z45T-10 DN350,个,个,100,
Material,3501020,1230685,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN400,法兰暗杆楔式闸阀 Z45T-10 DN400,个,个,100,
Material,3501021,1230723,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN450,法兰暗杆楔式闸阀 Z45T-10 DN450,个,个,100,
Material,3501022,1230761,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN500,法兰暗杆楔式闸阀 Z45T-10 DN500,个,个,100,
Material,3501023,1230799,名称单位匹配,法兰暗杆楔式闸阀 Z45T-10 DN600,法兰暗杆楔式闸阀 Z45T-10 DN600,个,个,100,
Material,3504010,1231711,名称单位匹配,内螺纹直通式截止阀 J11T-16 DN15,内螺纹直通式截止阀 J11T-16 DN15,个,个,100,
Material,3504011,1231749,名称单位匹配,内螺纹直通式截止阀 J11T-16 DN20,内螺纹直通式截止阀 J11T-16 DN20,个,个,100,
Material,3504012,1231787,名称单位匹配,内螺纹直通式截止阀 J11T-16 DN25,内螺纹直通式截止阀 J11T-16 DN25,个,个,100,
Material,3504013,1231825,名称单位匹配,内螺纹直通式截止阀 J11T-16 DN32,内螺纹直通式截止阀 J11T-16 DN32,个,个,100,
Material,3504014,1231863,名称单位匹配,内螺纹直通式截止阀 J11T-16 DN40,内螺纹直通式截止阀 J11T-16 DN40,个,个,100,
Material,3504015,1231901,名称单位匹配,内螺纹直通式截止阀 J11T-16 DN50,内螺纹直通式截止阀 J11T-16 DN50,个,个,100,
Material,3504016,1231939,名称单位匹配,内螺纹直通式截止阀 J11T-16 DN65,内螺纹直通式截止阀 J11T-16 DN65,个,个,100,
